gene_id,symbol,name,chr,start,end,set
2011,MARK2,MAP/microtubule affinity-regulating kinase 2,11,63606477,63677063,post
28992,MACROD1,MACRO domain containing 1,11,63766031,63933585,post
10963,STIP1,stress-induced-phosphoprotein 1,11,63953297,63972020,post
572,BAD,BCL2-associated agonist of cell death,11,64037302,64052141,post
25824,PRDX5,peroxiredoxin 5,11,64085569,64089282,post
5837,PYGM,"phosphorylase, glycogen, muscle",11,64513861,64527769,post
10938,EHD1,EH-domain containing 1,11,64619114,64655768,post
7108,TM7SF2,transmembrane 7 superfamily member 2,11,64879341,64883706,post
823,CAPN1,"calpain 1, (mu/I) large subunit",11,64949343,64979476,post
1072,CFL1,cofilin 1 (non-muscle),11,65622308,65625804,post
9158,FIBP,fibroblast growth factor (acidic) intracellular binding protein,11,65651211,65656010,post
8815,BANF1,barrier to autointegration factor 1,11,65769550,65771616,post
55690,PACS1,phosphofurin acidic cluster sorting protein 1,11,65837824,66012213,post
64837,KLC2,kinesin light chain 2,11,66024765,66035331,post
81876,RAB1B,"RAB1B, member RAS oncogene family",11,66036056,66044963,post
9610,RIN1,Ras and Rab interactor 1,11,66099542,66104000,post
89,ACTN3,"actinin, alpha 3",11,66313866,66330800,post
6712,SPTBN2,"spectrin, beta, non-erythrocytic 2",11,66452721,66488870,post
5091,PC,pyruvate carboxylase,11,66615997,66725847,post
156,ADRBK1,"adrenergic, beta, receptor kinase 1",11,67033905,67054029,post
5499,PPP1CA,"protein phosphatase 1, catalytic subunit, alpha isozyme",11,67165652,67188605,post
57175,CORO1B,"coronin, actin binding protein, 1B",11,67205519,67211263,post
9049,AIP,aryl hydrocarbon receptor interacting protein,11,67250505,67258578,post
2950,GSTP1,glutathione S-transferase pi 1,11,67351066,67354131,post
4723,NDUFV1,"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa",11,67374323,67380012,post
1374,CPT1A,carnitine palmitoyltransferase 1A (liver),11,68522090,68609399,post
8500,PPFIA1,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1",11,70116823,70230500,post
2017,CTTN,cortactin,11,70244510,70282690,post
22941,SHANK2,SH3 and multiple ankyrin repeat domains 2,11,70313961,70963623,post
5138,PDE2A,"phosphodiesterase 2A, cGMP-stimulated",11,72287185,72385773,post
5870,RAB6A,"RAB6A, member RAS oncogene family",11,73386683,73472166,post
283209,PGM2L1,phosphoglucomutase 2-like 1,11,74041361,74109502,post
408,ARRB1,"arrestin, beta 1",11,74976482,75062873,post
6188,RPS3,ribosomal protein S3,11,75110562,75116732,post
4135,MAP6,microtubule-associated protein 6,11,75297964,75379479,post
726,CAPN5,calpain 5,11,76777992,76837196,post
5058,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1,11,77033061,77185108,post
26011,ODZ4,"odz, odd Oz/ten-m homolog 4 (Drosophila)",11,78364329,79151695,post
1740,DLG2,"discs, large homolog 2 (Drosophila)",11,83166055,85338966,post
84233,TMEM126A,transmembrane protein 126A,11,85359021,85367579,post
8301,PICALM,phosphatidylinositol binding clathrin assembly protein,11,85668486,85780144,post
2915,GRM5,"glutamate receptor, metabotropic 5",11,88237745,88799134,post
2893,GRIA4,"glutamate receptor, ionotrophic, AMPA 4",11,105480800,105852819,post
60496,AASDHPPT,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,11,105948285,105969419,post
2977,GUCY1A2,"guanylate cyclase 1, soluble, alpha 2",11,106557910,106889171,post
8065,CUL5,cullin 5,11,107879408,107978466,post
38,ACAT1,acetyl-CoA acetyltransferase 1,11,107992258,108018889,post
5962,RDX,radixin,11,110066286,110167437,post
1410,CRYAB,"crystallin, alpha B",11,111779350,111782494,post
1737,DLAT,dihydrolipoamide S-acetyltransferase,11,111895538,111935114,post
4684,NCAM1,neural cell adhesion molecule 1,11,113003650,113149133,post
9354,UBE4A,"ubiquitination factor E4A (UFD2 homolog, yeast)",11,118230302,118269922,post
10632,ATP5L,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G",11,118272104,118280559,post
372,ARCN1,archain 1,11,118443102,118473743,post
23187,PHLDB1,"pleckstrin homology-like domain, family B, member 1",11,118477213,118528741,post
1656,DDX6,DEAD (Asp-Glu-Ala-Asp) box polypeptide 6,11,118618475,118661972,post
6230,RPS25,ribosomal protein S25,11,118886425,118889057,post
55823,VPS11,vacuolar protein sorting 11 homolog (S. cerevisiae),11,118938493,118952333,post
7070,THY1,Thy-1 cell surface antigen,11,119288888,119293854,post
3312,HSPA8,heat shock 70kDa protein 8,11,122928203,122932844,post
4900,NRGN,"neurogranin (protein kinase C substrate, RC3)",11,124609829,124617102,post
6734,SRPR,signal recognition particle receptor (docking protein),11,126132842,126138750,post
6768,ST14,suppression of tumorigenicity 14 (colon carcinoma),11,130029682,130080256,post
4978,OPCML,opioid binding protein/cell adhesion molecule-like,11,132290087,133402219,post
440073,IQSEC3,IQ motif and Sec7 domain 3,12,176049,287620,post
4815,NINJ2,ninjurin 2,12,673462,772907,post
65125,WNK1,WNK lysine deficient protein kinase 1,12,862089,1020618,post
23085,ERC1,ELKS/RAB6-interacting/CAST family member 1,12,1100404,1605099,post
2288,FKBP4,"FK506 binding protein 4, 59kDa",12,2904119,2913124,post
4704,NDUFA9,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa",12,4758283,4796397,post
928,CD9,CD9 molecule,12,6308881,6347427,post
2597,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,12,6643093,6647537,post
8079,MLF2,myeloid leukemia factor 2,12,6857170,6862266,post
8078,USP5,ubiquitin specific peptidase 5 (isopeptidase T),12,6961285,6975793,post
7167,TPI1,triosephosphate isomerase 1,12,6976283,6980112,post
2026,ENO2,"enolase 2 (gamma, neuronal)",12,7023614,7032859,post
11331,PHB2,prohibitin 2,12,7074848,7079916,post
2904,GRIN2B,"glutamate receptor, ionotropic, N-methyl D-aspartate 2B",12,13714144,14133053,post
55729,ATF7IP,activating transcription factor 7 interacting protein,12,14518616,14651697,post
11171,STRAP,serine/threonine kinase receptor associated protein,12,16035288,16056403,post
54477,PLEKHA5,"pleckstrin homology domain containing, family A member 5",12,19282648,19529331,post
3945,LDHB,lactate dehydrogenase B,12,21788276,21810776,post
9847,KIAA0528,KIAA0528,12,22601541,22697452,post
3845,KRAS,v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog,12,25358182,25403854,post
23012,STK38L,serine/threonine kinase 38 like,12,27397076,27478888,post
121512,FGD4,"FYVE, RhoGEF and PH domain containing 4",12,32654977,32798984,post
10059,DNM1L,dynamin 1-like,12,32832137,32898584,post
55605,KIF21A,kinesin family member 21A,12,39687031,39837192,post
1272,CNTN1,contactin 1,12,41302156,41464094,post
5756,TWF1,"twinfilin, actin-binding protein, homolog 1 (Drosophila)",12,44187528,44200178,post
5213,PFKM,"phosphofructokinase, muscle",12,48501157,48539887,post
784,CACNB3,"calcium channel, voltage-dependent, beta 3 subunit",12,49212512,49222724,post
377,ARF3,ADP-ribosylation factor 3,12,49329506,49351310,post
10376,TUBA1B,"tubulin, alpha 1b",12,49521569,49525304,post
7846,TUBA1A,"tubulin, alpha 1a",12,49578585,49582861,post
5630,PRPH,peripherin,12,49687485,49692465,post
91010,FMNL3,formin-like 3,12,50031724,50101197,post
51474,LIMA1,LIM domain and actin binding 1,12,50569565,50677353,post
57609,DIP2B,DIP2 disco-interacting protein 2 homolog B (Drosophila),12,50898768,51142450,post
3853,KRT6A,keratin 6A,12,52880958,52887181,post
3852,KRT5,keratin 5,12,52908363,52914243,post
1975,EIF4B,eukaryotic translation initiation factor 4B,12,53400062,53435992,post
5094,PCBP2,poly(rC) binding protein 2,12,53845886,53874945,post
7786,MAP3K12,mitogen-activated protein kinase kinase kinase 12,12,53874280,53893271,post
57658,CALCOCO1,calcium binding and coiled-coil domain 1,12,54104902,54121307,post
3178,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1,12,54674488,54679028,post
3071,NCKAP1L,NCK-associated protein 1-like,12,54891495,54936898,post
5869,RAB5B,"RAB5B, member RAS oncogene family",12,56367862,56388469,post
140465,MYL6B,"myosin, light chain 6B, alkali, smooth muscle and non-muscle",12,56546335,56551771,post
4637,MYL6,"myosin, light chain 6, alkali, smooth muscle and non-muscle",12,56552100,56555366,post
1431,CS,citrate synthase,12,56665483,56694175,post
27165,GLS2,"glutaminase 2 (liver, mitochondrial)",12,56864736,56882198,post
506,ATP5B,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",12,57031963,57039852,post
4035,LRP1,low density lipoprotein receptor-related protein 1,12,57522276,57607123,post
6472,SHMT2,serine hydroxymethyltransferase 2 (mitochondrial),12,57623519,57628714,post
4141,MARS,methionyl-tRNA synthetase,12,57881851,57910433,post
10540,DCTN2,dynactin 2 (p50),12,57924094,57940992,post
3798,KIF5A,kinesin family member 5A,12,57943847,57978554,post
116986,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",12,58118984,58135942,post
9958,USP15,ubiquitin specific peptidase 15,12,62654187,62799898,post
29110,TBK1,TANK-binding kinase 1,12,64845900,64895886,post
11197,WIF1,WNT inhibitory factor 1,12,65444407,65515116,post
23426,GRIP1,glutamate receptor interacting protein 1,12,66741223,67072925,post
55832,CAND1,cullin-associated and neddylation-dissociated 1,12,67663061,67708388,post
10576,CCT2,"chaperonin containing TCP1, subunit 2 (beta)",12,69979208,69995357,post
23011,RAB21,"RAB21, member RAS oncogene family",12,72148658,72181150,post
4673,NAP1L1,nucleosome assembly protein 1-like 1,12,76438682,76478738,post
6857,SYT1,synaptotagmin I,12,79257773,79845787,post
4659,PPP1R12A,"protein phosphatase 1, regulatory (inhibitor) subunit 12A",12,80167343,80329235,post
8825,LIN7A,lin-7 homolog A (C. elegans),12,81191175,81331694,post
8499,PPFIA2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",12,81653356,81992099,post
490,ATP2B1,"ATPase, Ca++ transporting, plasma membrane 1",12,89981828,90049844,post
8411,EEA1,early endosome antigen 1,12,93166286,93323107,post
7334,UBE2N,"ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)",12,93802090,93836026,post
55967,NDUFA12,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12",12,95365109,95397511,post
5250,SLC25A3,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3",12,98987403,98995775,post
56899,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,12,99129338,100378015,post
5367,PMCH,pro-melanin-concentrating hormone,12,102590237,102591614,post
7184,HSP90B1,"heat shock protein 90kDa beta (Grp94), member 1",12,104324160,104341679,post
23325,KIAA1033,KIAA1033,12,105501492,105562904,post
55198,APPL2,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",12,105567075,105630008,post
10970,CKAP4,cytoskeleton-associated protein 4,12,106631659,106641908,post
23603,CORO1C,"coronin, actin binding protein, 1C",12,109038891,109125295,post
488,ATP2A2,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",12,110719032,110788893,post
10094,ARPC3,"actin related protein 2/3 complex, subunit 3, 21kDa",12,110872695,110891802,post
51699,VPS29,vacuolar protein sorting 29 homolog (S. cerevisiae),12,110929330,110939916,post
5501,PPP1CC,"protein phosphatase 1, catalytic subunit, gamma isozyme",12,111157615,111180757,post
217,ALDH2,aldehyde dehydrogenase 2 family (mitochondrial),12,112204346,112247782,post
6128,RPL6,ribosomal protein L6,12,112842997,112847443,post
5781,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",12,112856713,112947717,post
22895,RPH3A,rabphilin 3A homolog (mouse),12,113229549,113336679,post
8437,RASAL1,RAS protein activator like 1 (GAP1 like),12,113537318,113574021,post
4842,NOS1,nitric oxide synthase 1 (neuronal),12,117636114,117799582,post
5037,PEBP1,phosphatidylethanolamine binding protein 1,12,118573870,118583387,post
26353,HSPB8,heat shock 22kDa protein 8,12,119616595,119632550,post
11113,CIT,"citron (rho-interacting, serine/threonine kinase 21)",12,120123598,120315092,post
11021,RAB35,"RAB35, member RAS oncogene family",12,120532899,120554599,post
6175,RPLP0,"ribosomal protein, large, P0",12,120634510,120639014,post
8655,DYNLL1,"dynein, light chain, LC8-type 1",12,120907660,120936297,post
10645,CAMKK2,"calcium/calmodulin-dependent protein kinase kinase 2, beta",12,121675497,121736111,post
65082,VPS33A,vacuolar protein sorting 33 homolog A (S. cerevisiae),12,122716096,122751068,post
6249,CLIP1,CAP-GLY domain containing linker protein 1,12,122755981,122907116,post
9026,HIP1R,huntingtin interacting protein 1 related,12,123319497,123347507,post
7316,UBC,ubiquitin C,12,125396194,125399577,post
114795,TMEM132B,transmembrane protein 132B,12,125811162,126143589,post
23504,RIMBP2,RIMS binding protein 2,12,130880682,131002410,post
5901,RAN,"RAN, member RAS oncogene family",12,131356568,131362223,post
192111,PGAM5,phosphoglycerate mutase family member 5,12,133264192,133297414,post
10804,GJB6,"gap junction protein, beta 6, 30kDa",13,20796110,20806534,post
26278,SACS,spastic ataxia of Charlevoix-Saguenay (sacsin),13,23902965,24007841,post
479,ATP12A,"ATPase, H+/K+ transporting, nongastric, alpha polypeptide",13,25254695,25285918,post
219287,FAM123A,family with sequence similarity 123A,13,25735822,25746426,post
51761,ATP8A2,"ATPase, aminophospholipid transporter, class I, type 8A, member 2",13,25946209,26599989,post
10810,WASF3,"WAS protein family, member 3",13,27131840,27263085,post
10808,HSPH1,heat shock 105kDa/110kDa protein 1,13,31710762,31736502,post
26960,NBEA,neurobeachin,13,35516456,36247159,post
9201,DCLK1,doublecortin-like kinase 1,13,36343122,36705443,post
7178,TPT1,"tumor protein, translationally-controlled 1",13,45911008,45915347,post
83548,COG3,component of oligomeric golgi complex 3,13,46039060,46110765,post
3936,LCP1,lymphocyte cytosolic protein 1 (L-plastin),13,46700061,46786006,post
8803,SUCLA2,"succinate-CoA ligase, ADP-forming, beta subunit",13,48510622,48575462,post
4008,LMO7,LIM domain 7,13,76194570,76434004,post
115207,KCTD12,potassium channel tetramerisation domain containing 12,13,77454312,77460540,post
23077,MYCBP2,MYC binding protein 2,13,77618792,77901185,post
5911,RAP2A,"RAP2A, member of RAS oncogene family",13,98086476,98120244,post
3843,IPO5,importin 5,13,98605742,98676551,post
10160,FARP1,"FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)",13,98795434,99102023,post
23348,DOCK9,dedicator of cytokinesis 9,13,99445741,99738879,post
5095,PCCA,"propionyl CoA carboxylase, alpha polypeptide",13,100741337,101182686,post
8874,ARHGEF7,Rho guanine nucleotide exchange factor (GEF) 7,13,111766906,111958084,post
57447,NDRG2,NDRG family member 2,14,21484922,21493935,post
1603,DAD1,defender against cell death 1,14,23033805,23058175,post
10419,PRMT5,protein arginine methyltransferase 5,14,23389720,23398661,post
4624,MYH6,"myosin, heavy chain 6, cardiac muscle, alpha",14,23851049,23877482,post
10901,DHRS4,dehydrogenase/reductase (SDR family) member 4,14,24422964,24438483,post
9362,CPNE6,copine VI (neuronal),14,24540121,24547309,post
23256,SCFD1,sec1 family domain containing 1,14,31091521,31209645,post
58533,SNX6,sorting nexin 6,14,35030300,35099389,post
1073,CFL2,cofilin 2 (muscle),14,35179593,35183896,post
10484,SEC23A,Sec23 homolog A (S. cerevisiae),14,39501124,39572446,post
51062,ATL1,atlastin GTPase 1,14,50999800,51099786,post
114088,TRIM9,tripartite motif-containing 9,14,51441980,51562779,post
54331,GNG2,"guanine nucleotide binding protein (G protein), gamma 2",14,52327050,52436517,post
3895,KTN1,kinectin 1 (kinesin receptor),14,56047033,56151301,post
10640,EXOC5,exocyst complex component 5,14,57669201,57735617,post
23002,DAAM1,dishevelled associated activator of morphogenesis 1,14,59655399,59838123,post
6252,RTN1,reticulon 1,14,60062694,60337684,post
112840,WDR89,WD repeat domain 89,14,64063757,64108125,post
4522,MTHFD1,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase",14,64854958,64926721,post
9495,AKAP5,A kinase (PRKA) anchor protein 5,14,64932217,64941221,post
3306,HSPA2,heat shock 70kDa protein 2,14,65002623,65009955,post
6710,SPTB,"spectrin, beta, erythrocytic",14,65213001,65289866,post
376267,RAB15,"RAB15, member RAS onocogene family",14,65412532,65438875,post
10243,GPHN,gephyrin,14,66974125,67648520,post
51382,ATP6V1D,"ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D",14,67804806,67826966,post
1965,EIF2S1,"eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa",14,67826745,67853233,post
10490,VTI1B,vesicle transport through interaction with t-SNAREs homolog 1B (yeast),14,68117869,68141548,post
87,ACTN1,"actinin, alpha 1",14,69340843,69446083,post
26037,SIPA1L1,signal-induced proliferation-associated 1 like 1,14,71996042,72206118,post
9628,RGS6,regulator of G-protein signaling 6,14,72431509,73033237,post
4329,ALDH6A1,"aldehyde dehydrogenase 6 family, member A1",14,74526891,74551196,post
1743,DLST,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),14,75348619,75370443,post
10598,AHSA1,"AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)",14,77924402,77935807,post
9369,NRXN3,neurexin 3,14,79081275,80330758,post
5700,PSMC1,"proteasome (prosome, macropain) 26S subunit, ATPase, 1",14,90722894,90738966,post
801,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",14,90863373,90874610,post
145567,TTC7B,tetratricopeptide repeat domain 7B,14,91006933,91282761,post
12,SERPINA3,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3",14,95078634,95090397,post
79789,CLMN,"calmin (calponin-like, transmembrane)",14,95648276,95786245,post
51466,EVL,Enah/Vasp-like,14,100438151,100610572,post
57596,BEGAIN,brain-enriched guanylate kinase-associated homolog (rat),14,101003490,101036131,post
1778,DYNC1H1,"dynein, cytoplasmic 1, heavy chain 1",14,102430865,102517135,post
3320,HSP90AA1,"heat shock protein 90kDa alpha (cytosolic), class A member 1",14,102547073,102606086,post
7187,TRAF3,TNF receptor-associated factor 3,14,103243816,103372628,post
9578,CDC42BPB,CDC42 binding protein kinase beta (DMPK-like),14,103398717,103523799,post
